lambda_nm,intensity,lambda_ref,intensity_ref,delta_lambda,lambda_nm_corr,delta2,lambda_nm_corr2,intensity_corr,N,S
302.08908,261.666656494,,,,306.04463250000003,-3.998226493282158,306.0873064932822,4.415685676117619,,
302.09503,246.666656494,,,,306.0505825,-3.9981112140636883,306.0931412140637,-10.584314323882381,,
302.10101,249.666656494,,,,306.0565624999999,-3.997995353605461,306.09900535360543,-7.584314323882381,,
302.10699,271.333312988,,,,306.06254249999995,-3.9978794931472326,306.10486949314725,14.082342170117613,,
302.11298,262.333312988,,,,306.06853249999995,-3.9977634389424193,306.1107434389424,5.082342170117613,,
302.11896,248.333312988,,,,306.07451249999997,-3.997647578484191,306.1166075784842,-8.917657829882387,,
302.12491,264.0,,,,306.08046249999995,-3.997532299265721,306.12244229926574,6.749029182117624,,
302.13089,261.333312988,,,,306.0864425,-3.997416438807493,306.1283064388075,4.082342170117613,,
302.13687,268.0,,,,306.0924225,-3.9973005783492654,306.13417057834926,10.749029182117624,,
302.14285,269.333312988,,,,306.0984025,-3.997184717891038,306.14003471789107,12.082342170117613,,
302.1488,265.333312988,,,,306.1043525,-3.9970694386725674,306.14586943867255,8.082342170117613,,
302.15479,265.666656494,,,,306.1103425,-3.996953384467754,306.15174338446775,8.415685676117619,,
302.16077,261.0,,,,306.1163225,-3.9968375240095257,306.15760752400956,3.7490291821176243,,
302.16675,268.333312988,,,,306.12230249999993,-3.996721663551299,306.16347166355126,11.082342170117613,,
302.17273,255.0,,,,306.12828249999995,-3.996605803093071,306.1693358030931,-2.2509708178823757,,
302.17868,244.0,,,,306.13423249999994,-3.9964905238746002,306.1751705238746,-13.250970817882376,,
302.18466,261.666656494,,,,306.14021249999996,-3.996374663416372,306.18103466341637,4.415685676117619,,
302.19064,259.333312988,,,,306.1461925,-3.9962588029581454,306.1868988029581,2.082342170117613,,
302.19659,259.333312988,,,,306.15214249999997,-3.996143523739674,306.19273352373966,2.082342170117613,,
302.20258,274.0,,,,306.15813249999997,-3.9960274695348605,306.19860746953486,16.749029182117624,,
302.20856,265.666656494,,,,306.1641125,-3.995911609076633,306.2044716090766,8.415685676117619,,
302.21454,256.333312988,,,,306.1700925,-3.9957957486184057,306.2103357486184,-0.917657829882387,,
302.22049,292.0,,,,306.1760425,-3.995680469399935,306.2161704693999,34.749029182117624,,
302.22647,274.666656494,,,,306.1820225,-3.9955646089417067,306.2220346089417,17.41568567611762,,
302.23245,296.0,,,,306.1880024999999,-3.99544874848348,306.2278987484834,38.749029182117624,,
302.23843,326.666656494,,,,306.19398249999995,-3.995332888025252,306.23376288802524,69.41568567611762,,
302.24438,377.0,,,,306.19993249999993,-3.9952176088067812,306.2395976088068,119.74902918211762,,
302.25037,497.0,,,,306.20592249999993,-3.995101554601968,306.2454715546019,239.74902918211762,,
302.25635,886.333312988,,,,306.21190249999995,-3.9949856941437396,306.25133569414373,629.0823421701176,,
302.2623,1123.0,,,,306.21785249999994,-3.99487041492527,306.25717041492527,865.7490291821176,,
302.26828,748.0,,,,306.22383249999996,-3.9947545544670415,306.263034554467,490.7490291821176,,
302.27426,434.333312988,,,,306.2298125,-3.994638694008813,306.26889869400884,177.0823421701176,,
302.28021,311.0,,,,306.23576249999996,-3.9945234147903426,306.2747334147904,53.749029182117624,,
302.28619,276.0,,,,306.2417425,-3.994407554332116,306.2805975543321,18.749029182117624,,
302.29218,271.333312988,,,,306.2477325,-3.9942915001273027,306.2864715001273,14.082342170117613,,
302.29813,257.0,,,,306.25368249999997,-3.994176220908831,306.29230622090887,-0.25097081788237574,,
302.30411,255.666656494,,,,306.2596625,-3.9940603604506038,306.29817036045057,-1.5843143238823814,,
302.31009,251.333312988,,,,306.2656425,-3.9939444999923763,306.3040344999924,-5.917657829882387,,
302.31604,276.666656494,,,,306.2715925,-3.9938292207739057,306.3098692207739,19.41568567611762,,
302.32202,276.666656494,,,,306.2775725,-3.9937133603156774,306.3157333603157,19.41568567611762,,
302.328,268.333312988,,,,306.2835524999999,-3.993597499857451,306.32159749985743,11.082342170117613,,
302.33395,294.0,,,,306.2895025,-3.9934822206389793,306.32743222063897,36.749029182117624,,
302.33994,312.0,,,,306.2954925,-3.993366166434166,306.33330616643417,54.749029182117624,,
302.34592,325.333312988,,,,306.30147249999993,-3.9932503059759386,306.3391703059759,68.08234217011761,,
302.35187,335.0,,,,306.30742250000003,-3.993135026757467,306.34500502675746,77.74902918211762,,
302.35785,420.666656494,,,,306.31340249999994,-3.9930191662992405,306.3508691662992,163.41568567611762,,
302.36383,587.666656494,,,,306.31938249999996,-3.992903305841012,306.35673330584103,330.4156856761176,,
302.36978,720.666656494,,,,306.32533249999994,-3.9927880266225415,306.3625680266225,463.4156856761176,,
302.37576,735.333312988,,,,306.33131249999997,-3.992672166164313,306.3684321661643,478.0823421701176,,
302.38171,988.0,,,,306.33726249999995,-3.9925568869458434,306.37426688694586,730.7490291821176,,
302.3877,962.0,,,,306.34325249999995,-3.99244083274103,306.380140832741,704.7490291821176,,
302.39368,627.666656494,,,,306.34923249999997,-3.992324972282802,306.3860049722828,370.4156856761176,,
302.39963,442.0,,,,306.35518249999996,-3.992209693064331,306.39183969306436,184.74902918211762,,
302.40561,420.333312988,,,,306.3611625,-3.992093832606103,306.3977038326061,163.0823421701176,,
302.41156,417.333312988,,,,306.36711249999996,-3.991978553387633,306.40353855338765,160.0823421701176,,
302.41754,425.333312988,,,,306.3730925,-3.9918626929294057,306.4094026929294,168.0823421701176,,
302.42352,549.333312988,,,,306.3790725,-3.9917468324711773,306.41526683247116,292.0823421701176,,
302.42947,929.666656494,,,,306.3850225,-3.9916315532527076,306.4211015532527,672.4156856761176,,
302.43546,1064.666656494,,,,306.3910125,-3.9915154990478943,306.4269754990479,807.4156856761177,,
302.44141,768.333312988,,,,306.3969625,-3.9914002198294227,306.43281021982943,511.0823421701176,,
302.44739,505.666656494,,,,306.4029425,-3.9912843593711953,306.4386743593712,248.41568567611762,,
302.45337,398.666656494,,,,306.4089225,-3.991168498912967,306.44453849891295,141.41568567611762,,
302.45932,368.0,,,,306.4148725,-3.9910532196944972,306.4503732196945,110.74902918211762,,
302.4653,350.333312988,,,,306.4208525,-3.990937359236269,306.4562373592363,93.08234217011761,,
302.47125,309.666656494,,,,306.4268025,-3.9908220800177983,306.4620720800178,52.41568567611762,,
302.47723,324.333312988,,,,306.43278250000003,-3.99070621955957,306.4679362195596,67.08234217011761,,
302.48318,334.333312988,,,,306.4387325,-3.9905909403411,306.4737709403411,77.08234217011761,,
302.48917,396.0,,,,306.4447225,-3.990474886136287,306.47964488613627,138.74902918211762,,
302.49512,470.666656494,,,,306.4506725,-3.990359606917816,306.4854796069178,213.41568567611762,,
302.5011,749.0,,,,306.4566525,-3.990243746459588,306.4913437464596,491.7490291821176,,
302.50708,1241.333312988,,,,306.4626324999999,-3.9901278860013614,306.4972078860013,984.0823421701176,,
302.51303,1164.333312988,,,,306.4685825,-3.99001260678289,306.5030426067829,907.0823421701176,,
302.51901,959.666656494,,,,306.47456249999993,-3.9898967463246624,306.50890674632467,702.4156856761176,,
302.52496,925.333312988,,,,306.48051250000003,-3.989781467106191,306.5147414671062,668.0823421701176,,
302.53094,620.0,,,,306.48649249999994,-3.9896656066479643,306.52060560664796,362.7490291821176,,
302.5369,406.333312988,,,,306.4924525,-3.989550133682908,306.5264501336829,149.0823421701176,,
302.54288,328.333312988,,,,306.49843250000004,-3.9894342732246795,306.5323142732247,71.08234217011761,,
302.54883,321.666656494,,,,306.5043825,-3.989318994006209,306.53814899400624,64.41568567611762,,
302.55481,317.0,,,,306.5103624999999,-3.9892031335479823,306.54401313354794,59.749029182117624,,
302.56076,277.666656494,,,,306.5163125,-3.9890878543295107,306.5498478543295,20.41568567611762,,
302.56674,270.666656494,,,,306.52229249999993,-3.9889719938712833,306.5557119938713,13.415685676117619,,
302.57269,299.333312988,,,,306.52824250000003,-3.9888567146528118,306.5615467146528,42.08234217011761,,
302.57867,363.0,,,,306.53422249999994,-3.9887408541945852,306.5674108541946,105.74902918211762,,
302.58463,414.333312988,,,,306.5401825,-3.988625381229528,306.57325538122956,157.0823421701176,,
302.59061,485.333312988,,,,306.54616250000004,-3.9885095207713004,306.5791195207713,228.0823421701176,,
302.59656,548.333312988,,,,306.5521125,-3.9883942415528297,306.58495424155285,291.0823421701176,,
302.60254,906.333312988,,,,306.55809249999993,-3.9882783810946023,306.59081838109455,649.0823421701176,,
302.60849,1859.333312988,,,,306.5640425,-3.9881631018761308,306.59665310187614,1602.0823421701175,,
302.61447,2503.666656494,,,,306.57002249999994,-3.9880472414179042,306.6025172414179,2246.415685676118,,
302.62042,1743.0,,,,306.57597250000003,-3.9879319621994327,306.60835196219944,1485.7490291821177,,
302.6264,1300.0,,,,306.58195249999994,-3.9878161017412053,306.6142161017412,1042.7490291821177,,
302.63235,860.666656494,,,,306.5879024999999,-3.9877008225227355,306.6200508225227,603.4156856761176,,
302.63831,585.0,,,,306.5938625,-3.987585349557679,306.62589534955765,327.7490291821176,,
302.64429,617.666656494,,,,306.5998425,-3.9874694890994506,306.63175948909947,360.4156856761176,,
302.65024,575.0,,,,306.6057925,-3.98735420988098,306.637594209881,317.7490291821176,,
302.65622,431.0,,,,306.61177250000003,-3.9872383494227517,306.64345834942276,173.74902918211762,,
302.66217,360.333312988,,,,306.6177225,-3.987123070204282,306.6492930702043,103.08234217011761,,
302.66815,322.0,,,,306.62370250000004,-3.9870072097460536,306.6551572097461,64.74902918211762,,
302.6741,313.0,,,,306.6296525,-3.986891930527583,306.6609919305276,55.749029182117624,,
302.68008,297.0,,,,306.63563249999993,-3.9867760700693564,306.66685607006934,39.749029182117624,,
302.68604,309.666656494,,,,306.6415925,-3.986660597104299,306.67270059710427,52.41568567611762,,
302.69199,308.666656494,,,,306.6475425,-3.986545317885829,306.6785353178858,51.41568567611762,,
302.69797,325.333312988,,,,306.6535225,-3.986429457427601,306.6843994574276,68.08234217011761,,
302.70392,349.666656494,,,,306.6594725,-3.9863141782091303,306.6902341782091,92.41568567611762,,
302.7099,489.333312988,,,,306.6654525,-3.986198317750903,306.6960983177509,232.0823421701176,,
302.71585,577.666656494,,,,306.6714025,-3.986083038532432,306.70193303853245,320.4156856761176,,
302.7218,762.333312988,,,,306.6773525,-3.9859677593139615,306.7077677593139,505.0823421701176,,
302.72778,1091.0,,,,306.6833325,-3.985851898855733,306.71363189885574,833.7490291821176,,
302.73373,2220.666656494,,,,306.6892825,-3.9857366196372634,306.7194666196372,1963.4156856761178,,
302.73972,4385.666656494,,,,306.6952725,-3.98562056543245,306.7253405654324,4128.415685676117,,
302.74567,4345.333312988,,,,306.7012225,-3.9855052862139786,306.731175286214,4088.082342170118,,
302.75162,3141.666656494,,,,306.70717249999996,-3.985390006995508,306.7370100069955,2884.415685676118,,
302.7576,1995.333312988,,,,306.7131525,-3.9852741465372796,306.7428741465373,1738.0823421701175,,
302.76355,1018.333312988,,,,306.71910249999996,-3.98515886731881,306.74870886731884,761.0823421701176,,
302.76953,605.666656494,,,,306.7250825,-3.9850430068605824,306.75457300686054,348.4156856761176,,
302.77548,536.0,,,,306.73103249999997,-3.984927727642111,306.76040772764213,278.7490291821176,,
302.78143,745.333312988,,,,306.73698249999995,-3.9848124484236402,306.76624244842367,488.0823421701176,,
302.78741,869.666656494,,,,306.7429625,-3.984696587965413,306.7721065879654,612.4156856761176,,
302.79337,837.333312988,,,,306.74892249999994,-3.984581115000357,306.77795111500035,580.0823421701176,,
302.79932,832.666656494,,,,306.75487250000003,-3.9844658357818856,306.7837858357819,575.4156856761176,,
302.8053,803.333312988,,,,306.76085249999994,-3.984349975323658,306.78964997532364,546.0823421701176,,
302.81125,979.666656494,,,,306.7668024999999,-3.9842346961051875,306.7954846961052,722.4156856761176,,
302.8172,811.333312988,,,,306.7727525,-3.984119416886717,306.8013194168867,554.0823421701176,,
302.82318,524.0,,,,306.77873249999993,-3.9840035564284895,306.80718355642847,266.7490291821176,,
302.82913,397.666656494,,,,306.78468250000003,-3.983888277210018,306.81301827721006,140.41568567611762,,
302.83508,401.666656494,,,,306.7906325,-3.9837729979915473,306.81885299799154,144.41568567611762,,
302.84106,523.666656494,,,,306.79661250000004,-3.98365713753332,306.82471713753336,266.4156856761176,,
302.84702,690.0,,,,306.8025725,-3.983541664568264,306.8305616645682,432.7490291821176,,
302.85297,673.333312988,,,,306.8085225,-3.9834263853497927,306.8363963853498,416.0823421701176,,
302.85895,747.0,,,,306.8145025,-3.9833105248915652,306.84226052489157,489.7490291821176,,
302.8649,965.666656494,,,,306.8204525,-3.9831952456730946,306.84809524567305,708.4156856761176,,
302.87085,1279.333312988,,,,306.8264025,-3.983079966454624,306.85392996645464,1022.0823421701176,,
302.87683,1944.0,,,,306.8323825,-3.9829641059963965,306.8597941059964,1686.7490291821177,,
302.88278,3909.666656494,,,,306.8383325,-3.982848826777925,306.86562882677794,3652.415685676118,,
302.88873,7387.333312988,,,,306.84428249999996,-3.9827335475594543,306.8714635475595,7130.082342170118,,
302.89468,7786.0,,,,306.85023249999995,-3.9826182683409845,306.87729826834095,7528.749029182118,,
302.90067,5984.666656494,,,,306.85622249999994,-3.9825022141361712,306.88317221413615,5727.415685676117,,
302.90662,3096.333312988,,,,306.86217249999993,-3.9823869349177006,306.8890069349177,2839.082342170118,,
302.91257,1285.0,,,,306.8681225,-3.982271655699229,306.8948416556992,1027.7490291821177,,
302.91855,626.333312988,,,,306.87410249999994,-3.9821557952410016,306.900705795241,369.0823421701176,,
302.9245,468.333312988,,,,306.88005250000003,-3.982040516022531,306.9065405160226,211.0823421701176,,
302.93045,513.333312988,,,,306.8860025,-3.9819252368040603,306.91237523680405,256.0823421701176,,
302.9364,717.333312988,,,,306.8919525,-3.9818099575855896,306.9182099575856,460.0823421701176,,
302.94238,654.333312988,,,,306.8979325,-3.9816940971273613,306.9240740971274,397.0823421701176,,
302.94833,480.666656494,,,,306.9038825,-3.9815788179088916,306.9299088179089,223.41568567611762,,
302.95428,355.333312988,,,,306.9098325,-3.981463538690421,306.9357435386904,98.08234217011761,,
302.96024,372.0,,,,306.91579249999995,-3.9813480657253644,306.94158806572534,114.74902918211762,,
302.96622,372.333312988,,,,306.9217725,-3.981232205267136,306.94745220526715,115.08234217011761,,
302.97217,353.666656494,,,,306.92772249999996,-3.9811169260486654,306.9532869260487,96.41568567611762,,
302.97812,361.0,,,,306.93367249999994,-3.9810016468301956,306.95912164683017,103.74902918211762,,
302.98407,530.0,,,,306.9396224999999,-3.980886367611725,306.9649563676117,272.7490291821176,,
302.99005,639.0,,,,306.94560249999995,-3.9807705071534967,306.9708205071535,381.7490291821176,,
302.996,538.666656494,,,,306.95155249999993,-3.980655227935026,306.976655227935,281.4156856761176,,
303.00195,457.0,,,,306.95750250000003,-3.9805399487165554,306.9824899487166,199.74902918211762,,
303.0079,513.666656494,,,,306.9634525,-3.9804246694980847,306.98832466949807,256.4156856761176,,
303.01385,653.0,,,,306.9694025,-3.980309390279614,306.9941593902796,395.7490291821176,,
303.01984,755.333312988,,,,306.9753925,-3.9801933360748007,307.0000333360748,498.0823421701176,,
303.02579,981.0,,,,306.9813425,-3.98007805685633,307.0058680568563,723.7490291821176,,
303.03174,1273.0,,,,306.98729249999997,-3.9799627776378586,307.0117027776379,1015.7490291821176,,
303.03769,1743.333312988,,,,306.99324249999995,-3.979847498419389,307.0175374984194,1486.0823421701175,,
303.04367,3024.0,,,,306.9992225,-3.9797316379611605,307.0234016379612,2766.7490291821177,,
303.04962,6888.0,,,,307.00517249999996,-3.97961635874269,307.0292363587427,6630.749029182118,,
303.05557,11086.333312988,,,,307.01112249999994,-3.97950107952422,307.0350710795242,10829.082342170117,,
303.06152,10776.333312988,,,,307.0170724999999,-3.9793858003057494,307.0409058003057,10519.082342170117,,
303.06747,6734.333312988,,,,307.0230225,-3.979270521087278,307.0467405210873,6477.082342170118,,
303.07343,3153.333312988,,,,307.0289825,-3.979155048122222,307.0525850481222,2896.082342170118,,
303.07941,1335.666656494,,,,307.0349625,-3.979039187663994,307.058449187664,1078.4156856761178,,
303.08536,659.0,,,,307.0409125,-3.978923908445524,307.06428390844553,401.7490291821176,,
303.09131,428.333312988,,,,307.0468625,-3.9788086292270526,307.07011862922707,171.0823421701176,,
303.09726,376.0,,,,307.05281249999996,-3.978693350008582,307.0759533500086,118.74902918211762,,
303.10321,368.0,,,,307.05876249999994,-3.9785780707901113,307.0817880707901,110.74902918211762,,
303.10916,374.0,,,,307.0647124999999,-3.9784627915716415,307.0876227915716,116.74902918211762,,
303.11514,342.0,,,,307.07069249999995,-3.978346931113413,307.09348693111343,84.74902918211762,,
303.12109,356.666656494,,,,307.07664249999993,-3.9782316518949425,307.0993216518949,99.41568567611762,,
303.12704,379.333312988,,,,307.08259250000003,-3.978116372676471,307.1051563726765,122.08234217011761,,
303.133,469.666656494,,,,307.0885525,-3.9780008997114154,307.11100089971137,212.41568567611762,,
303.13895,570.0,,,,307.0945025,-3.977885620492944,307.11683562049296,312.7490291821176,,
303.1449,492.333312988,,,,307.10045249999996,-3.977770341274474,307.1226703412745,235.0823421701176,,
303.15085,395.666656494,,,,307.10640249999994,-3.9776550620560034,307.128505062056,138.41568567611762,,
303.15683,350.333312988,,,,307.11238249999997,-3.977539201597775,307.1343692015978,93.08234217011761,,
303.16278,347.0,,,,307.11833249999995,-3.9774239223793044,307.1402039223793,89.74902918211762,,
303.16873,338.666656494,,,,307.12428249999994,-3.9773086431608347,307.1460386431608,81.41568567611762,,
303.17468,365.333312988,,,,307.13023250000003,-3.977193363942363,307.1518733639424,108.08234217011761,,
303.18063,375.333312988,,,,307.1361825,-3.9770780847238925,307.1577080847239,118.08234217011761,,
303.18658,440.666656494,,,,307.1421325,-3.976962805505422,307.1635428055054,183.41568567611762,,
303.19254,616.333312988,,,,307.14809249999996,-3.9768473325403653,307.1693873325404,359.0823421701176,,
303.19849,902.666656494,,,,307.15404249999995,-3.9767320533218946,307.1752220533219,645.4156856761176,,
303.20444,1273.666656494,,,,307.15999249999993,-3.976616774103425,307.1810567741034,1016.4156856761177,,
303.21039,1673.0,,,,307.1659425,-3.9765014948849533,307.18689149488495,1415.7490291821177,,
303.21637,2858.666656494,,,,307.17192249999994,-3.976385634426726,307.1927556344267,2601.415685676118,,
303.22232,6559.333312988,,,,307.17787250000003,-3.9762703552082543,307.1985903552083,6302.082342170118,,
303.22827,11431.333312988,,,,307.1838225,-3.9761550759897846,307.2044250759898,11174.082342170117,,
303.23422,10596.666656494,,,,307.1897725,-3.976039796771314,307.2102597967713,10339.415685676118,,
303.24017,6100.333312988,,,,307.1957225,-3.9759245175528433,307.21609451755285,5843.082342170118,,
303.24612,3789.0,,,,307.2016725,-3.9758092383343717,307.2219292383344,3531.7490291821177,,
303.25208,2200.666656494,,,,307.20763249999993,-3.975693765369316,307.2277737653693,1943.4156856761178,,
303.25803,1196.666656494,,,,307.21358250000003,-3.9755784861508445,307.23360848615084,939.4156856761177,,
303.26398,670.333312988,,,,307.2195325,-3.9754632069323748,307.2394432069324,413.0823421701176,,
303.26993,468.0,,,,307.2254825,-3.975347927713904,307.2452779277139,210.74902918211762,,
303.27588,393.0,,,,307.2314325,-3.9752326484954335,307.2511126484954,135.74902918211762,,
303.28183,364.666656494,,,,307.23738249999997,-3.975117369276962,307.256947369277,107.41568567611762,,
303.28778,350.333312988,,,,307.24333249999995,-3.975002090058492,307.26278209005847,93.08234217011761,,
303.29373,377.0,,,,307.24928249999994,-3.9748868108400215,307.26861681084,119.74902918211762,,
303.29968,349.333312988,,,,307.25523250000003,-3.97477153162155,307.2744515316216,92.08234217011761,,
303.30563,342.333312988,,,,307.2611825,-3.9746562524030793,307.2802862524031,85.08234217011761,,
303.31158,350.0,,,,307.2671325,-3.9745409731846095,307.2861209731846,92.74902918211762,,
303.31754,387.0,,,,307.27309249999996,-3.974425500219553,307.2919655002196,129.74902918211762,,
303.32349,423.0,,,,307.27904249999995,-3.9743102210010823,307.29780022100107,165.74902918211762,,
303.32944,518.666656494,,,,307.28499249999993,-3.9741949417826117,307.3036349417826,261.4156856761176,,
303.33539,469.666656494,,,,307.2909425,-3.97407966256414,307.30946966256414,212.41568567611762,,
303.34134,390.333312988,,,,307.2968925,-3.9739643833456704,307.3153043833457,133.0823421701176,,
303.34729,347.333312988,,,,307.3028425,-3.9738491041271997,307.3211391041272,90.08234217011761,,
303.35324,338.333312988,,,,307.3087925,-3.973733824908728,307.32697382490875,81.08234217011761,,
303.35919,329.0,,,,307.31474249999997,-3.9736185456902575,307.3328085456903,71.74902918211762,,
303.36514,319.333312988,,,,307.32069249999995,-3.973503266471787,307.33864326647176,62.08234217011761,,
303.37109,330.666656494,,,,307.32664249999993,-3.973387987253317,307.3444779872533,73.41568567611762,,
303.37704,302.666656494,,,,307.33259250000003,-3.9732727080348456,307.3503127080349,45.41568567611762,,
303.383,332.0,,,,307.3385525,-3.97315723506979,307.35615723506976,74.74902918211762,,
303.38895,333.0,,,,307.3445025,-3.9730419558513184,307.36199195585135,75.74902918211762,,
303.3949,303.333312988,,,,307.35045249999996,-3.9729266766328477,307.36782667663283,46.08234217011761,,
303.40085,309.666656494,,,,307.35640249999994,-3.972811397414378,307.37366139741437,52.41568567611762,,
303.4068,326.333312988,,,,307.36235249999993,-3.9726961181959073,307.3794961181959,69.08234217011761,,
303.41275,329.666656494,,,,307.3683025,-3.9725808389774357,307.38533083897744,72.41568567611762,,
303.4187,306.333312988,,,,307.3742525,-3.972465559758965,307.391165559759,49.08234217011761,,
303.42465,350.333312988,,,,307.3802025,-3.9723502805404953,307.39700028054045,93.08234217011761,,
303.4306,411.666656494,,,,307.3861525,-3.972235001322024,307.40283500132205,154.41568567611762,,
303.43655,509.0,,,,307.39210249999996,-3.972119722103553,307.4086697221036,251.74902918211762,,
303.4425,576.333312988,,,,307.39805249999995,-3.9720044428850825,307.41450444288506,319.0823421701176,,
303.44846,695.0,,,,307.4040125,-3.971888969920026,307.42034896992004,437.7490291821176,,
303.45441,1035.0,,,,307.4099625,-3.9717736907015553,307.4261836907016,777.7490291821176,,
303.46036,2291.666656494,,,,307.4159125,-3.9716584114830855,307.43201841148306,2034.4156856761178,,
303.46631,3942.666656494,,,,307.4218625,-3.971543132264614,307.43785313226465,3685.415685676118,,
303.47226,2978.0,,,,307.42781249999996,-3.9714278530461433,307.44368785304613,2720.7490291821177,,
303.47818,1341.666656494,,,,307.4337325,-3.9713131550674294,307.44949315506744,1084.4156856761178,,
303.48413,608.666656494,,,,307.4396825,-3.971197875848959,307.455327875849,351.4156856761176,,
303.49008,421.0,,,,307.4456325,-3.971082596630489,307.46116259663046,163.74902918211762,,
303.49603,339.666656494,,,,307.4515825,-3.9709673174120175,307.46699731741205,82.41568567611762,,
303.50198,335.666656494,,,,307.45753249999996,-3.970852038193547,307.47283203819353,78.41568567611762,,
303.50793,330.666656494,,,,307.46348249999994,-3.970736758975076,307.47866675897507,73.41568567611762,,
303.51389,329.666656494,,,,307.4694425,-3.9706212860100196,307.48451128601005,72.41568567611762,,
303.51984,325.666656494,,,,307.4753925,-3.97050600679155,307.4903460067915,68.41568567611762,,
303.52579,321.666656494,,,,307.4813425,-3.970390727573079,307.49618072757306,64.41568567611762,,
303.53174,342.666656494,,,,307.48729249999997,-3.9702754483546077,307.5020154483546,85.41568567611762,,
303.53766,419.666656494,,,,307.4932125,-3.9701607503758938,307.5078207503759,162.41568567611762,,
303.54361,472.666656494,,,,307.4991625,-3.970045471157423,307.51365547115745,215.41568567611762,,
303.54956,464.333312988,,,,307.5051125,-3.9699301919389534,307.5194901919389,207.0823421701176,,
303.55551,415.333312988,,,,307.5110625,-3.969814912720482,307.5253249127205,158.0823421701176,,
303.56146,491.0,,,,307.51701249999996,-3.969699633502011,307.531159633502,233.74902918211762,,
303.56741,511.333312988,,,,307.52296249999995,-3.9695843542835405,307.53699435428354,254.0823421701176,,
303.57336,406.0,,,,307.52891249999993,-3.9694690750650707,307.5428290750651,148.74902918211762,,
303.57928,346.333312988,,,,307.5348325,-3.969354377086357,307.54863437708633,89.08234217011761,,
303.58524,331.333312988,,,,307.54079249999995,-3.9692389041213003,307.5544789041213,74.08234217011761,,
303.59119,318.666656494,,,,307.54674249999994,-3.9691236249028297,307.5603136249028,61.41568567611762,,
303.59714,314.0,,,,307.55269250000003,-3.969008345684358,307.5661483456844,56.749029182117624,,
303.60309,300.0,,,,307.5586425,-3.9688930664658875,307.5719830664659,42.749029182117624,,
303.60904,336.666656494,,,,307.5645925,-3.9687777872474177,307.5778177872474,79.41568567611762,,
303.61496,310.666656494,,,,307.57051249999995,-3.968663089268704,307.5836230892687,53.41568567611762,,
303.62091,311.333312988,,,,307.57646249999993,-3.968547810050233,307.5894578100502,54.08234217011761,,
303.62686,298.333312988,,,,307.58241250000003,-3.9684325308317616,307.5952925308318,41.08234217011761,,
303.63281,303.333312988,,,,307.5883625,-3.968317251613291,307.6011272516133,46.08234217011761,,
303.63876,300.333312988,,,,307.5943125,-3.968201972394821,307.6069619723948,43.08234217011761,,
303.64471,312.666656494,,,,307.6002625,-3.9680866931763505,307.61279669317634,55.41568567611762,,
303.65063,294.666656494,,,,307.60618249999993,-3.9679719951976367,307.6186019951976,37.41568567611762,,
303.65659,310.666656494,,,,307.6121425,-3.96785652223258,307.6244465222326,53.41568567611762,,
303.66254,301.0,,,,307.6180925,-3.9677412430141095,307.6302812430141,43.749029182117624,,
303.66849,352.0,,,,307.6240425,-3.967625963795638,307.63611596379565,94.74902918211762,,
303.67441,304.0,,,,307.62996250000003,-3.967511265816924,307.64192126581696,46.749029182117624,,
303.68036,319.0,,,,307.6359125,-3.9673959865984543,307.64775598659844,61.749029182117624,,
303.68631,344.666656494,,,,307.6418625,-3.9672807073799836,307.65359070738,87.41568567611762,,
303.69226,360.666656494,,,,307.6478125,-3.967165428161513,307.6594254281615,103.41568567611762,,
303.69821,396.666656494,,,,307.65376249999997,-3.9670501489430414,307.66526014894305,139.41568567611762,,
303.70413,506.333312988,,,,307.65968250000003,-3.9669354509643284,307.67106545096436,249.0823421701176,,
303.71008,685.333312988,,,,307.6656325,-3.9668201717458578,307.67690017174584,428.0823421701176,,
303.71603,812.0,,,,307.6715825,-3.966704892527387,307.6827348925274,554.7490291821176,,
303.72198,1125.333312988,,,,307.6775325,-3.9665896133089165,307.6885696133089,868.0823421701176,,
303.72791,2220.666656494,,,,307.6834625,-3.9664747215836167,307.6943847215836,1963.4156856761178,,
303.73386,4892.666656494,,,,307.6894125,-3.966359442365146,307.70021944236515,4635.415685676117,,
303.73981,5599.0,,,,307.6953625,-3.9662441631466763,307.70605416314663,5341.749029182118,,
303.74576,2998.333312988,,,,307.7013125,-3.9661288839282047,307.7118888839282,2741.082342170118,,
303.75168,1274.0,,,,307.70723250000003,-3.966014185949491,307.71769418594954,1016.7490291821176,,
303.75763,582.0,,,,307.7131825,-3.96589890673102,307.723528906731,324.7490291821176,,
303.76358,407.666656494,,,,307.7191325,-3.9657836275125504,307.72936362751256,150.41568567611762,,
303.76953,407.0,,,,307.7250825,-3.9656683482940798,307.73519834829403,149.74902918211762,,
303.77545,336.333312988,,,,307.73100249999993,-3.965553650315366,307.74100365031535,79.08234217011761,,
303.7814,361.0,,,,307.73695250000003,-3.9654383710968943,307.74683837109694,103.74902918211762,,
303.78735,355.0,,,,307.7429025,-3.9653230918784237,307.7526730918784,97.74902918211762,,
303.79327,356.333312988,,,,307.74882249999996,-3.96520839389971,307.75847839389974,99.08234217011761,,
303.79922,376.333312988,,,,307.75477249999994,-3.96509311468124,307.7643131146812,119.08234217011761,,
303.80518,380.666656494,,,,307.7607325,-3.9649776417161835,307.7701576417162,123.41568567611762,,
