Frame,Point_0_x,Point_0_y,Point_1_x,Point_1_y,Point_2_x,Point_2_y,Point_3_x,Point_3_y,Point_4_x,Point_4_y,Point_5_x,Point_5_y,Point_6_x,Point_6_y,Point_7_x,Point_7_y,Point_8_x,Point_8_y,Point_9_x,Point_9_y,Point_10_x,Point_10_y,Point_11_x,Point_11_y,Point_12_x,Point_12_y,Point_13_x,Point_13_y,Point_14_x,Point_14_y,Point_15_x,Point_15_y,Point_16_x,Point_16_y,Point_17_x,Point_17_y,Point_18_x,Point_18_y,Point_19_x,Point_19_y,Point_20_x,Point_20_y,Point_21_x,Point_21_y,Point_22_x,Point_22_y,Point_23_x,Point_23_y,Point_24_x,Point_24_y,Point_25_x,Point_25_y,Point_26_x,Point_26_y,Point_27_x,Point_27_y,Point_28_x,Point_28_y,Point_29_x,Point_29_y,Point_30_x,Point_30_y,Point_31_x,Point_31_y,Point_32_x,Point_32_y,Point_33_x,Point_33_y,Point_34_x,Point_34_y,Point_35_x,Point_35_y,Point_36_x,Point_36_y,Point_37_x,Point_37_y,Point_38_x,Point_38_y,Point_39_x,Point_39_y,Point_40_x,Point_40_y,Point_41_x,Point_41_y,Point_42_x,Point_42_y,Point_43_x,Point_43_y,Point_44_x,Point_44_y,Point_45_x,Point_45_y,Point_46_x,Point_46_y,Point_47_x,Point_47_y,Point_48_x,Point_48_y,Point_49_x,Point_49_y,Point_50_x,Point_50_y,Point_51_x,Point_51_y,Point_52_x,Point_52_y,Point_53_x,Point_53_y,Point_54_x,Point_54_y,Point_55_x,Point_55_y,Point_56_x,Point_56_y,Point_57_x,Point_57_y,Point_58_x,Point_58_y,Point_59_x,Point_59_y,Point_60_x,Point_60_y,Point_61_x,Point_61_y,Point_62_x,Point_62_y,Point_63_x,Point_63_y,Point_64_x,Point_64_y,Point_65_x,Point_65_y,Point_66_x,Point_66_y,Point_67_x,Point_67_y,Point_68_x,Point_68_y,Point_69_x,Point_69_y,Point_70_x,Point_70_y,Point_71_x,Point_71_y,Point_72_x,Point_72_y,Point_73_x,Point_73_y,Point_74_x,Point_74_y,Point_75_x,Point_75_y,Point_76_x,Point_76_y,Point_77_x,Point_77_y,Point_78_x,Point_78_y,Point_79_x,Point_79_y,Point_80_x,Point_80_y,Point_81_x,Point_81_y,Point_82_x,Point_82_y,Point_83_x,Point_83_y,Point_84_x,Point_84_y,Point_85_x,Point_85_y,Point_86_x,Point_86_y,Point_87_x,Point_87_y,Point_88_x,Point_88_y,Point_89_x,Point_89_y,Point_90_x,Point_90_y,Point_91_x,Point_91_y,Point_92_x,Point_92_y,Point_93_x,Point_93_y,Point_94_x,Point_94_y,Point_95_x,Point_95_y,Point_96_x,Point_96_y,Point_97_x,Point_97_y,Point_98_x,Point_98_y,Point_99_x,Point_99_y,Point_100_x,Point_100_y,Point_101_x,Point_101_y,Point_102_x,Point_102_y,Point_103_x,Point_103_y,Point_104_x,Point_104_y,Point_105_x,Point_105_y,Point_106_x,Point_106_y,Point_107_x,Point_107_y,Point_108_x,Point_108_y,Point_109_x,Point_109_y,Point_110_x,Point_110_y,Point_111_x,Point_111_y,Point_112_x,Point_112_y,Point_113_x,Point_113_y,Point_114_x,Point_114_y,Point_115_x,Point_115_y,Point_116_x,Point_116_y,Point_117_x,Point_117_y,Point_118_x,Point_118_y,Point_119_x,Point_119_y,Point_120_x,Point_120_y,Point_121_x,Point_121_y,Point_122_x,Point_122_y,Point_123_x,Point_123_y
581,,,411.1611633,1146.359009,1327.415649,1064.618408,118.7963104,969.7299805,202.8880005,647.5805664,133.5332947,975.5977173,,,,,237.4042206,1116.130005,,,1730.995117,730.8962402,,,,,1445.61084,204.281601,601.3460083,1217.761841,1091.865845,859.6015015,,,1746.298096,538.546936,1010.678345,1241.828857,1386.301025,1033.938721,1648.707764,663.4998169,,,1626.841431,1360.969604,,,,,1115.255371,1189.894775,89.82546234,1231.951172,1643.580566,462.8087463,,,549.178894,1276.790894,624.5795288,1288.870117,,,,,,,413.9725342,1156.207764,,,,,,,445.7905273,383.9208069,579.7099609,1231.17041,,,,,,,16.47385788,365.8233032,831.1809082,1079.325562,23.19215202,880.1184082,1350.575806,534.296936,1895.638428,259.1289673,1525.857666,129.6143188,364.4601135,313.1769409,117.5310898,620.7677612,1160.835449,1088.333984,14.19471169,983.5584106,1380.264038,665.0551758,113.0322952,618.300415,1033.519653,589.2210083,,,,,1278.01355,1283.531982,1488.092041,819.9719238,1799.470581,996.3348999,236.4833221,1355.285278,77.8431778,325.3752441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,,,411.0079956,1147.036011,1327.340698,1064.85791,118.817131,969.7166748,203.127655,647.5993652,133.7050781,975.0288696,,,,,238.3620911,1116.171021,,,1730.53125,730.9240112,,,,,1445.38916,204.3788147,601.6449585,1217.691528,1091.778076,859.9071045,,,1746.267456,538.9117432,1010.382507,1241.7948,1386.169067,1035.467651,1648.747314,663.6751099,,,1627.680786,1360.571411,,,,,1115.271729,1189.797241,90.48967743,1231.994507,1643.879395,462.8352051,,,549.4511719,1276.329834,624.6981201,1288.873291,,,,,,,413.6384277,1156.839355,,,,,,,446.0786133,383.803009,579.5629272,1231.08728,,,,,,,16.1974144,366.1713257,832.6075439,1079.206055,24.13533783,880.1558838,1350.6875,534.3563843,1897.439575,258.5375977,1526.999268,129.5655212,364.5264893,313.1439514,117.6751099,623.2548218,1161.934937,1088.174072,13.79177189,982.6542358,1380.524292,664.9536133,113.9339752,620.9997559,1034.808105,589.5220337,,,,,1278.209717,1283.191772,1487.568848,819.2710571,1800.421509,998.9165649,236.3948669,1355.259155,77.7854538,325.292511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,,,411.2134399,1146.568604,1327.240112,1064.218872,118.8196487,969.611145,202.6169128,648.064209,133.5781555,974.8135376,,,,,237.8123322,1116.132202,,,1730.86731,731.4793091,,,,,1445.528809,204.5285339,601.5400391,1217.236328,1091.617676,859.9420776,,,1746.637573,538.9435425,1010.178467,1241.793701,1389.197632,1036.577026,1650.116455,663.6958618,,,1627.616943,1361.196167,,,,,1114.738403,1189.84668,90.48362732,1232.040649,1643.853516,462.3119507,,,549.3033447,1276.602417,624.7854614,1288.817993,,,,,,,414.7243652,1156.42627,,,,,,,445.9711609,383.9143372,580.2057495,1231.651367,,,,,,,16.45143127,365.869812,832.2922363,1078.981934,24.39718437,879.7194214,1345.731079,533.6782227,1898.298706,258.2481689,1526.921875,129.2293243,364.4828796,313.059967,122.1432877,630.0518188,1161.767334,1092.08606,14.37999725,982.4663086,1380.552734,665.0098877,119.179718,629.9403076,1036.927979,589.4562988,,,,,1278.308838,1283.436035,1488.676636,819.7235718,1803.507324,1000.869019,235.13237,1354.754395,77.55921936,325.2136536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,,,410.1792908,1150.868896,1330.410645,1067.111694,118.958519,969.5439453,203.1488037,647.8063965,133.7475891,974.7223511,,,,,238.493515,1116.365967,,,1732.418213,732.5822144,,,,,1445.55188,204.5356293,605.5845947,1216.613281,1091.659668,860.059021,,,1742.13855,542.3202515,1004.355103,1243.025391,1390.001221,1041.679199,1649.547729,663.6941528,,,1627.285522,1360.337158,,,,,1115.349243,1189.825684,90.80519867,1228.539185,1644.114136,463.7387085,,,549.786377,1276.627075,624.6594238,1288.841064,,,,,,,412.0483704,1157.572266,,,,,,,445.7792053,384.5605469,580.2801514,1232.119263,,,,,,,16.05202675,366.2601318,831.9471436,1079.055542,24.69406509,880.329895,1340.554199,529.3404541,1897.535767,258.8756104,1527.463867,128.0614471,364.6086121,313.1019592,120.6055984,631.5992432,1162.591309,1091.21521,19.68621635,985.2059937,1380.530762,666.5631104,117.0285492,632.6611938,1038.561279,589.5450439,,,,,1278.260864,1283.104614,1487.691162,820.015625,1802.172607,1001.345825,235.3816681,1354.838867,80.65309906,325.5918274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,,,410.0559998,1152.308838,1329.814087,1067.607422,118.8966599,969.5715332,202.7223969,647.9671021,133.692749,974.756958,,,,,239.2019958,1116.446777,,,1732.141846,732.5720215,,,,,1445.611938,204.5626373,605.4338379,1216.516357,1091.554077,860.1472168,,,1742.667725,542.0085449,1004.524353,1243.237061,1391.085449,1046.310547,1649.772339,663.7614136,,,1627.829224,1360.426392,,,,,1115.327759,1190.018555,91.4744873,1228.196045,1644,463.7173462,,,550.4718628,1275.37439,624.6967773,1288.572021,,,,,,,412.056427,1158.729614,,,,,,,445.7585144,384.619873,579.7444458,1232.248413,,,,,,,16.2123909,366.1554565,831.5513306,1078.899536,25.33123779,880.3380127,1339.48291,528.6601563,1896.942505,259.5686951,1527.446289,127.3031235,364.5888977,313.0970459,122.0976028,634.2740479,1162.109131,1091.051392,19.966259,985.6431885,1380.541382,666.7182007,118.4897003,636.354248,1040.634644,590.6765137,,,,,1278.575928,1283.270142,1488.003906,819.9542236,1802.341431,1002.7677,235.2128296,1354.497925,80.78442383,325.2636719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,,,409.0777588,1150.817017,1328.805664,1066.80188,118.9776306,969.5411377,202.7553253,648.1073608,133.6094666,974.5951538,,,,,239.6858063,1116.945923,,,1731.963745,732.7379761,,,,,1445.606689,204.4752197,605.2515869,1216.318726,1091.839111,860.2536621,,,1742.634521,541.6738892,1004.988464,1243.200684,1393.612183,1046.345093,1649.007202,663.6677856,,,1626.771484,1358.947021,,,,,1115.009033,1190.017334,91.19418335,1227.682617,1644.174194,463.2053833,,,549.2544556,1275.339355,624.3342896,1288.300903,,,,,,,412.7108459,1160.218628,,,,,,,446.2846069,385.0904846,579.8470459,1232.560669,,,,,,,16.65006638,366.024292,832.3291016,1078.548706,25.19068909,879.7681274,1338.972534,528.4512329,1895.335815,259.8157349,1526.308472,125.5677338,364.5611267,313.0872192,122.8308945,634.9608765,1161.405518,1091.492676,21.90633774,985.6936646,1379.047729,667.9633179,119.8025894,636.8261719,1047.845215,592.270752,,,,,1278.231445,1283.230835,1488.614868,819.881897,1802.503296,1002.844238,235.2380219,1353.836548,80.93954468,325.4450989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,,,409.2123718,1150.645142,1328.872437,1066.931274,118.9868164,969.4098511,202.9259644,647.7512207,133.8220062,974.5707397,,,,,239.7210388,1117.107422,,,1732.725342,732.4758301,,,,,1445.647095,204.4928284,605.8017578,1216.240723,1091.768433,860.0914917,,,1742.119629,542.4273071,1004.903564,1243.658569,1392.599609,1050.415527,1648.8302,663.7116089,,,1627.620728,1359.217773,,,,,1115.327393,1190.695435,91.42459869,1227.217651,1643.979004,463.1900024,,,549.7197266,1274.828125,624.2696533,1292.255249,,,,,,,412.2696838,1166.835449,,,,,,,446.7598267,385.3267517,580.3328857,1232.478882,,,,,,,16.04594612,366.8398132,832.4497681,1080.619751,26.82305908,881.1464844,1333.373047,524.2149048,1895.276733,261.01828,1525.306396,123.0893326,364.4943848,313.092041,122.818924,634.5232544,1162.602173,1089.196167,25.25070572,987.5703735,1379.219482,668.1582642,119.7756271,636.5583496,1049.267578,592.9681396,,,,,1277.52771,1283.457397,1488.244507,820.0875244,1802.128906,1002.886597,235.3171539,1354.245605,81.24121857,325.3733826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,,,408.9924316,1150.89502,1328.833984,1066.694214,118.9065094,969.8259888,202.6028595,647.9295044,133.6998291,974.7974854,,,,,239.9749298,1117.522217,,,1734.493652,730.9212646,,,,,1445.660767,204.5475006,606.0096436,1216.278442,1091.677979,860.2856445,,,1742.36084,542.0964966,1004.606628,1244.481812,1392.174561,1052.574585,1648.539917,663.8809204,,,1627.689575,1359.575073,,,,,1115.274292,1190.942017,92.22065735,1226.999023,1643.27124,462.9127502,,,549.9316406,1274.192749,624.1577759,1293.491455,,,,,,,412.6644897,1167.141846,,,,,,,447.0178833,385.0889587,580.6782837,1231.839844,,,,,,,16.17037582,366.5787659,833.7508545,1080.688599,27.28915596,881.8755493,1333.253662,523.5441895,1894.792969,262.4307251,1525.052734,121.6733246,364.4134827,313.0742493,123.8314438,634.7310181,1158.875122,1087.304443,25.05664253,987.8740845,1379.13855,668.4143677,120.3362885,637.2862549,1051.148682,594.5314331,,,,,1277.981689,1283.720337,1487.809814,820.2279053,1802.151489,1003.687744,235.429245,1354.015015,82.0118866,325.5290527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,,,409.5188293,1150.488159,1328.647949,1066.437256,119.1873169,969.6540527,202.7707062,647.6964722,133.785202,974.5563354,,,,,240.041214,1117.749268,,,1734.378296,730.7045288,,,,,1445.332031,204.629837,605.890686,1216.477295,1092.149048,860.1859741,,,1742.260498,541.8840942,1004.43335,1244.584106,1392.386841,1052.429565,1644.428467,664.1483154,,,1627.191162,1359.801025,,,,,1115.452148,1190.848511,92.56166077,1226.719482,1643.130615,462.7935791,,,549.9371948,1273.591919,624.0300293,1293.276855,,,,,,,412.619873,1165.677246,,,,,,,446.9957886,385.1723938,580.9160767,1232.674316,,,,,,,16.0450325,366.3139648,834.2017212,1080.144775,27.08672523,882.1394043,1333.236572,522.8294678,1894.279419,264.0774841,1522.579468,119.9058456,364.4195862,313.0605164,128.0726471,641.7000732,1160.855713,1086.011719,25.78358841,989.5831909,1378.861694,668.4783325,128.5641327,638.7532959,1049.950073,598.2977905,,,,,1279.015869,1281.632568,1488.013672,820.7937012,1801.384277,1006.063782,235.5826721,1353.921021,81.60171509,326.1471863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,,,410.8699036,1148.817139,1328.697144,1066.320068,118.6800156,969.5689087,202.8227539,647.7825317,133.8267822,974.9527588,,,,,239.9439087,1117.915771,,,1733.772705,730.8561401,,,,,1445.346558,204.7787628,605.4685059,1216.368408,1091.755737,860.6088257,,,1742.205322,541.914978,1005.184265,1244.835938,1390.950439,1052.324341,1644.743408,663.6247559,,,1628.067749,1359.932617,,,,,1115.494019,1191.723999,92.49337006,1227.000366,1642.750732,462.5853882,,,550.93927,1273.329712,623.9003906,1293.735474,,,,,,,413.4629822,1164.509155,,,,,,,447.0871277,385.1554871,580.4243774,1232.809204,,,,,,,15.96225643,366.4512024,833.6420898,1080.933838,27.95874786,880.9099731,1330.951904,523.2681885,1894.974731,263.5068054,1520.258911,120.9104156,364.4134827,313.0046692,129.2183228,640.0012817,1160.795776,1086.2052,26.70774078,990.6347046,1378.94812,667.6943359,130.2602234,636.1602173,1049.845947,598.8793945,,,,,1278.252563,1282.13269,1488.468628,821.0294189,1796.736084,1013.775757,234.7042694,1353.625854,81.68988037,326.4046326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,,,410.3615723,1147.560669,1328.778687,1066.333618,118.8525391,969.7429199,202.7202911,647.7717896,133.670929,974.7174683,,,,,240.1169586,1117.95752,,,1734.221191,730.5498047,,,,,1445.1698,204.8884888,605.7132568,1216.693115,1091.840942,860.4946899,,,1741.338501,542.0165405,1005.975403,1244.298462,1392.203369,1052.017822,1644.275757,663.5475464,,,1627.676758,1360.10083,,,,,1115.681885,1191.371704,92.80516815,1227.213989,1642.75,462.5834351,,,551.1904297,1273.549316,624.1485596,1293.614136,,,,,,,413.2629089,1164.39917,,,,,,,447.0011292,385.0657654,580.5889893,1233.047607,,,,,,,16.41978645,366.1785583,831.7943115,1080.367432,27.00648117,880.8875122,1329.108276,524.5350342,1894.231567,265.1961975,1520.377808,121.6917496,364.4633179,313.0122375,129.6938477,639.6715088,1159.864136,1086.078613,29.20875168,992.4227295,1378.88562,666.4795532,130.465683,635.5715332,1050.955444,598.2585449,,,,,1278.406128,1282.05957,1490.302856,820.9023438,1795.728638,1014.649292,235.4050293,1353.25,82.12973022,326.6397095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,,,413.0966187,1148.570923,1328.181274,1066.287842,118.6674805,969.4373779,202.9382935,647.1419678,133.802002,974.9572754,,,,,234.083252,1120.44458,,,1733.190308,731.0244751,,,,,1443.75415,206.1136932,605.0360718,1216.582764,1091.913086,860.3786011,,,1741.524292,541.87146,1005.375366,1243.428467,1392.191406,1050.581543,1644.126709,664.7434082,,,1627.291382,1359.839844,,,,,1115.980347,1190.995605,91.79908752,1226.846802,1642.845337,462.7373962,,,551.8252563,1273.662842,629.5701904,1293.703979,,,,,,,414.0546265,1163.162964,,,,,,,446.7561646,385.4138184,580.3240967,1233.73291,,,,,,,16.57281685,366.0523071,832.614563,1080.868896,23.46264076,884.5966797,1328.852539,527.34552,1897.417725,268.8598022,1520.459961,121.3520432,364.3831787,312.9128723,130.9674683,637.9941406,1161.262817,1087.700684,29.81939888,994.0469971,1378.810669,665.5964966,131.857666,633.4116211,1055.808838,597.0812988,,,,,1278.535767,1282.117554,1494.720459,817.053772,1796.152588,1014.440674,235.594223,1352.49585,77.60175323,326.5176697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,,,413.7705383,1146.557861,1328.142944,1066.326172,118.7003784,969.4102173,202.6138153,647.9692383,133.6828766,974.9882813,,,,,234.4472198,1121.265869,,,1733.296143,730.6481934,,,,,1446.007935,204.9606781,605.5366821,1216.422974,1091.654175,860.8199463,,,1740.430664,541.9213257,1005.794617,1243.618164,1390.994385,1051.27124,1644.138306,664.6877441,,,1627.595093,1359.895508,,,,,1115.521851,1191.516968,94.29223633,1228.364746,1643.203247,462.5084534,,,551.8970947,1273.10083,629.6486816,1293.701538,,,,,,,416.2871399,1162.591553,,,,,,,446.7420044,385.4079285,581.8858643,1235.041992,,,,,,,16.5641098,365.9645081,833.7312012,1080.858521,20.13757324,889.6126099,1327.439453,527.5280762,1896.978027,271.7998962,1518.379883,120.9195938,364.5733643,313.0073853,130.0766602,638.5978394,1160.561646,1087.272095,29.11150169,994.8099365,1378.92395,665.3458252,130.0293427,631.8974609,1051.570679,597.6503906,,,,,1278.251465,1282.292969,1494.663574,816.9020996,1794.259644,1017.395203,235.5463867,1353.004883,80.68766022,326.3016968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,,,413.9936523,1146.349487,1328.164185,1066.308838,118.9575348,969.3745117,202.7346039,647.7788086,133.7437134,974.6785889,,,,,234.4080811,1120.967529,,,1733.325684,730.5545654,,,,,1446.022583,204.9790497,605.0806885,1216.763428,1091.856812,860.638916,,,1740.506592,541.7283936,1006.54303,1244.10376,1391.009521,1050.516235,1643.661255,664.630188,,,1627.325562,1359.879517,,,,,1115.769409,1191.357544,87.98538971,1227.755127,1643.418213,462.6924133,,,551.9677734,1272.897217,630.1170654,1293.648804,,,,,,,416.5823059,1161.463013,,,,,,,446.6120911,385.5343628,581.8625488,1234.687622,,,,,,,16.61497688,366.1438904,834.1051636,1081.303955,18.38125229,889.6508179,1326.605835,528.4299927,1898.961792,271.1078796,1517.865234,120.4365234,364.5965271,312.9595947,130.1516724,637.6051025,1160.938477,1088.016479,29.74034309,994.2908325,1378.792847,665.3513184,130.4521027,631.5584717,1051.211914,597.2564087,,,,,1278.26709,1282.463989,1494.544922,817.0604248,1795.957886,1015.769836,235.9814453,1352.289551,80.27640533,326.5706177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,,,413.7609253,1145.596069,1327.86145,1066.591187,119.1301651,969.6499634,202.9542999,646.9292603,133.9671326,975.246521,,,,,234.6756439,1120.934814,,,1733.734497,730.4802856,,,,,1445.991821,204.9635162,605.5186157,1216.879272,1091.916992,860.5021973,,,1740.666748,541.0426025,1006.747986,1243.884033,1391.03418,1049.565063,1643.89209,664.8329468,,,1627.293213,1359.989258,,,,,1116.051514,1191.537109,88.64630127,1227.46936,1643.484009,463.1676636,,,552.2589111,1272.762817,630.7684937,1293.762573,,,,,,,413.8855591,1161.551636,,,,,,,446.5726929,385.8210144,582.3218384,1234.859009,,,,,,,16.55170441,366.1671143,835.4950562,1081.788696,17.73609543,890.2390747,1325.219604,529.2141113,1899.468384,271.1970825,1516.47583,118.7966919,364.6585083,313.012207,131.9568481,637.2850952,1160.854492,1087.884033,28.96008492,994.5636597,1378.907715,666.1570435,131.5509033,630.8326416,1052.725952,594.6661377,,,,,1277.897705,1282.439087,1494.871216,817.3249512,1797.533081,1015.429138,235.8504486,1350.064819,80.23152924,326.6105347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,,,413.3617554,1145.196899,1328.201538,1066.262817,118.8348541,969.9869995,202.7074738,647.7287598,133.4960175,975.600647,,,,,241.2138977,1127.511719,,,1732.530884,729.5929565,,,,,1446.415649,204.6038361,604.1235352,1215.737305,1091.791748,860.956604,,,1740.183228,541.4053345,1005.988403,1243.653809,1390.772827,1046.881226,1645.182373,664.4710083,,,1627.38269,1360.587646,,,,,1115.410522,1191.374634,87.24813843,1227.485596,1643.875732,463.4099731,,,548.2092896,1272.494995,629.7183838,1293.959717,,,,,,,414.5403748,1161.60498,,,,,,,446.7213135,385.5510559,582.8699341,1235.421997,,,,,,,16.66013336,366.1961365,835.9883423,1080.852295,16.79678726,891.9437866,1325.485352,528.2026367,1894.797729,272.3059082,1520.400146,114.0075684,364.6610718,313.0653687,135.7746735,636.2490234,1161.745972,1086.913574,27.91805077,998.7703857,1381.300659,666.5289917,134.6069946,630.0905762,1049.309326,590.8282471,,,,,1278.518921,1281.85022,1489.272827,811.5418701,1796.069458,1015.867737,236.543808,1353.131836,82.88486481,326.2165833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,,,414.8803406,1146.480103,1327.753296,1066.663452,119.1651459,969.9180298,203.0566406,646.742981,133.716095,975.2738037,,,,,241.520874,1127.420166,,,1732.219727,729.9542236,,,,,1446.626099,204.4333038,604.2585449,1215.661133,1091.815186,860.5796509,,,1740.551636,541.406189,1006.169556,1243.442017,1391.233765,1042.042358,1643.782593,664.4905396,,,1627.411621,1359.901001,,,,,1115.895874,1191.337036,86.1182251,1227.429688,1643.886108,463.7108765,,,549.6942749,1271.974121,629.9405518,1293.970459,,,,,,,415.6689148,1156.013428,,,,,,,446.6891174,385.6074524,582.2424927,1235.694336,,,,,,,16.4581604,366.4275818,836.6243896,1082.749512,16.88204193,890.8793335,1324.812866,527.0802002,1894.076904,272.791748,1522.328979,113.4050751,364.6944275,313.0352478,138.0848999,635.477478,1162.498901,1086.871826,26.87704277,1000.919189,1379.35144,664.3178101,137.8335876,632.1903687,1049.125488,590.0648193,,,,,1278.364136,1281.930786,1489.330811,811.3110352,1797.875,1013.472839,237.9571075,1351.886963,82.33862305,326.63797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,,,414.4846497,1146.513916,1328.422363,1066.775024,119.0372925,970.1403198,202.9308167,646.5343628,133.7209778,974.9078979,,,,,241.6886139,1127.526367,,,1731.816162,730.3881226,,,,,1446.562988,204.5290985,604.4064941,1215.671875,1091.814453,860.0338745,,,1740.379272,541.6723022,1006.419128,1242.911865,1392.283936,1040.175781,1644.422485,664.3415527,,,1627.444092,1359.895508,,,,,1116.145386,1191.433472,86.71187592,1227.4021,1643.774292,464.291748,,,549.6756592,1272.249878,629.9902344,1294.166992,,,,,,,415.1846924,1157.018921,,,,,,,446.4885559,385.6444092,582.4259644,1235.566406,,,,,,,16.4786396,366.4256897,837.1372681,1081.09314,16.81414032,891.7733154,1325.62561,525.4978638,1892.142334,275.8061523,1524.501465,115.4016647,364.7281799,313.0942078,141.4118958,635.0449829,1163.685547,1086.69458,25.26762009,1002.756104,1379.741211,664.4054565,141.4548187,632.1678467,1048.945313,590.1203613,,,,,1278.595215,1281.706055,1489.883667,810.5820923,1797.88916,1013.401062,240.1923981,1352.017334,82.64437103,326.8106384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
